,Serial,Event,Date (YMD),Deaths,Injured,Missing,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses (USD),Losses (Local)
303,2007-13-15430,FOREST FIRE,2007/6/22,0,0,0,0,0,0,0,0,0
304,2007-13-15429,FOREST FIRE,2007/6/22,0,0,0,0,0,0,0,0,0
305,2007-13-15428,FOREST FIRE,2007/6/21,0,0,0,0,0,0,0,0,0
306,2007-13-15427,FOREST FIRE,2007/6/15,0,0,0,0,0,0,0,0,0
307,2007-13-15426,FOREST FIRE,2007/6/11,0,0,0,0,0,0,0,0,0
308,2007-13-15425,FOREST FIRE,2007/6/10,0,0,0,0,0,0,0,0,0
309,2007-13-15424,FOREST FIRE,2007/6/8,0,0,0,0,0,0,0,0,0
310,2007-13-15423,FOREST FIRE,2007/6/7,0,0,0,0,0,0,0,0,0
311,2007-13-15422,FOREST FIRE,2007/6/6,0,0,0,0,0,0,0,0,0
312,2007-13-15421,FOREST FIRE,2007/6/5,0,0,0,0,0,0,0,0,0
313,2007-13-15420,FOREST FIRE,2007/6/4,0,0,0,0,0,0,0,0,0
314,2007-13-15419,FOREST FIRE,2007/6/4,0,0,0,0,0,0,0,0,0
315,2007-13-15418,FOREST FIRE,2007/6/3,0,0,0,0,0,0,0,0,0
316,2007-13-15417,FOREST FIRE,2007/5/27,0,0,0,0,0,0,0,0,0
317,2007-13-15416,FOREST FIRE,2007/5/25,0,0,0,0,0,0,0,0,0
318,2007-13-15415,FOREST FIRE,2007/5/25,0,0,0,0,0,0,0,0,0
319,2007-13-15414,FOREST FIRE,2007/5/21,0,0,0,0,0,0,0,0,0
320,2007-13-15413,FOREST FIRE,2007/5/20,0,0,0,0,0,0,0,0,0
321,2007-13-15412,STRONG WIND,2007/5/11,0,0,0,0,500,0,0,0,0
322,2007-13-15411,STRONG WIND,2007/5/11,0,0,0,0,500,0,0,0,0
323,2007-13-15410,STRONG WIND,2007/5/10,0,0,0,0,500,0,0,0,5750000
324,2007-13-15409,STRONG WIND,2007/5/10,0,0,0,0,100,0,0,0,23200000
325,2007-13-15408,FOREST FIRE,2007/5/8,0,0,0,0,0,0,0,0,0
326,2007-13-15407,FROST,2007/4/20,0,0,0,0,100,0,0,0,18955000
