,Serial,Type,Date (YMD),Deaths,Injured,Missing,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses (USD),Losses (Local)
489,190,TEMPÊTE,2008/4/23,0,0,0,0,0,0,0,0.0,3920.95
490,189,TEMPÊTE,2005/12/3,0,0,0,0,0,0,0,0.0,87500.0
491,188,TEMPÊTE,2005/1/3,0,0,0,0,0,0,0,0.0,36175.0
492,187,TEMPÊTE,2005/1/1,0,0,0,0,0,0,0,0.0,6850.0
493,186,TEMPÊTE,2005/1/17,0,0,0,0,0,0,0,0.0,77500.0
494,185,TEMPÊTE,2003/12/1,0,0,0,0,0,0,0,0.0,16252.94
495,184,TEMPÊTE,2003/12/25,0,0,0,0,0,0,0,0.0,13600.0
496,183,TEMPÊTE,2003/12/15,0,0,0,0,0,0,0,0.0,1725.0
497,182,TEMPÊTE,2003/12/6,0,0,0,0,0,0,0,0.0,27573.56
498,181,TEMPÊTE,2003/8/7,0,0,0,0,0,0,0,0.0,38450.0
499,180,TEMPÊTE,2003/9/12,0,0,0,0,0,0,0,0.0,47895.0
500,179,TEMPÊTE,2003/4/30,0,0,0,0,0,0,0,0.0,2702.0
501,178,TEMPÊTE,2003/6/26,0,0,0,0,0,0,0,0.0,2300.0
502,177,TEMPÊTE,2003/7/19,0,0,0,0,0,0,0,0.0,10005.0
503,176,TEMPÊTE,2003/5/17,0,0,0,0,0,0,0,0.0,20925.0
504,175,FLOOD,2003/5/19,0,0,0,0,0,0,0,0.0,325.0
505,174,TEMPÊTE,2003/1/6,0,0,0,0,0,0,0,0.0,36293.0
506,173,TEMPÊTE,2003/5/3,0,0,0,0,0,0,0,0.0,37904.0
507,172,TEMPÊTE,2003/4/20,0,0,0,0,0,0,0,0.0,8897.5
508,171,TEMPÊTE,2003/4/22,0,0,0,0,0,0,0,0.0,33527.5
509,170,TEMPÊTE,2003/1/4,0,0,0,0,0,0,0,0.0,9400.0
510,169,TEMPÊTE,2003/1/3,0,0,0,0,0,0,0,0.0,104850.0
511,167,TEMPÊTE,2002/9/7,0,0,0,0,0,0,0,0.0,20400.0
512,165,TEMPÊTE,2002/9/7,0,0,0,0,0,0,0,0.0,1401250.0
513,162,TEMPÊTE,2002/11/10,0,0,0,0,0,0,0,0.0,122812.0
514,161,TEMPÊTE,2002/11/18,0,0,0,0,0,0,0,0.0,335900.0
515,158,TEMPÊTE,2002/5/2,0,0,0,0,0,0,0,0.0,39970.0
516,157,TEMPÊTE,2002/2/1,0,0,0,0,0,0,0,0.0,2000.0
517,156,TEMPÊTE,2002/2/23,0,0,0,0,0,0,0,0.0,18369.0
518,155,TEMPÊTE,2002/3/26,0,0,0,0,0,0,0,0.0,41955.0
519,154,TEMPÊTE,2002/1/10,0,0,0,0,0,0,0,0.0,23186.0
520,153,TEMPÊTE,2002/1/10,0,0,0,0,0,0,0,0.0,7800.0
521,152,TEMPÊTE,2001/8/17,0,0,0,0,0,0,0,0.0,1020.0
522,151,TEMPÊTE,2001/8/5,0,0,0,0,0,0,0,0.0,5495.0
523,150,TEMPÊTE,2001/4/9,0,0,0,0,0,0,0,0.0,426349.0
524,149,FLOOD,2001/1/30,0,0,0,0,0,0,0,0.0,17050.0
525,148,TEMPÊTE,2001/8/3,0,0,0,0,0,0,0,0.0,23630.0
526,147,TEMPÊTE,2001/2/20,0,0,0,0,0,0,0,0.0,7188.0
527,146,TEMPÊTE,2001/1/24,0,0,0,0,0,0,0,0.0,27940.0
528,145,TEMPÊTE,2001/1/1,0,0,0,0,0,0,0,0.0,52616.5
529,144,FLOOD,2001/1/4,0,0,0,0,0,0,0,0.0,27610.0
530,143,TEMPÊTE,2001/1/1,0,0,0,0,0,0,0,0.0,35310.0
531,142,TEMPÊTE,2000/8/17,0,0,0,0,0,0,0,0.0,15939.0
532,141,FLOOD,2000/12/6,0,0,0,0,0,0,0,0.0,11000.0
533,140,FLOOD,2000/9/2,0,0,0,0,0,0,0,0.0,8600.0
534,139,FLOOD,2000/2/13,0,0,0,0,0,0,0,0.0,2000.0
535,138,TEMPÊTE,2000/5/1,0,0,0,0,0,0,0,0.0,14800.0
536,137,TEMPÊTE,2000/2/26,0,0,0,0,0,0,0,0.0,7808.0
537,136,TEMPÊTE,1999/2/21,0,0,0,0,0,0,0,0.0,117662.0
538,135,TEMPÊTE,1999/7/1,0,0,0,0,0,0,0,0.0,5794.0
539,134,TEMPÊTE,1999/1/30,0,0,0,0,0,0,0,0.0,6750.0
540,133,FLOOD,1998/11/14,0,0,0,0,0,0,0,0.0,9233.44
541,131,FLOOD,1997/8/13,0,0,0,0,0,0,0,0.0,814160.0
542,130,OIL/HNS Spill,2013/10/17,0,0,0,0,0,0,0,0.0,0.0
543,129,OIL/HNS Spill,2013/6/24,0,0,0,0,0,0,0,0.0,0.0
544,128,OIL/HNS Spill,2013/5/11,0,0,0,0,0,0,0,0.0,0.0
545,127,OIL/HNS Spill,2013/4/26,0,0,0,0,0,0,0,0.0,0.0
546,126,OIL/HNS Spill,2013/3/2,0,0,0,0,0,0,0,0.0,0.0
547,125,OIL/HNS Spill,2013/2/7,0,0,0,0,0,0,0,0.0,0.0
548,124,OIL/HNS Spill,2012/8/7,0,0,0,0,0,0,0,0.0,0.0
549,123,OIL/HNS Spill,2013/7/30,0,0,0,0,0,0,0,0.0,0.0
550,122,OIL/HNS Spill,2012/7/23,0,0,0,0,0,0,0,0.0,0.0
551,121,LANDSLIDE,2013/1/23,0,0,0,0,0,0,0,0.0,0.0
552,120,FLOOD,2013/1/23,0,0,0,0,3,0,0,0.0,0.0
553,119,INCENDIE DE FORÊT,2013/7/18,0,0,0,0,0,0,0,0.0,0.0
554,118,INCENDIE,2013/8/27,0,0,0,0,0,0,0,0.0,0.0
555,117,FLOOD,2013/1/23,0,0,0,0,200,0,0,0.0,0.0
556,116,INCENDIE DE FORÊT,2013/8/28,0,0,0,0,0,0,0,0.0,0.0
557,115,INCENDIE,2013/5/30,0,0,0,0,0,0,0,0.0,0.0
558,114,INCENDIE,2013/3/4,0,0,0,0,0,0,0,0.0,0.0
559,113,FLOOD,2013/1/23,0,0,0,0,0,0,0,0.0,0.0
560,112,FLOOD,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
561,111,INCENDIE,2013/8/22,0,0,0,0,0,0,0,0.0,0.0
562,110,FLOOD,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
563,109,LANDSLIDE,2013/11/7,0,0,0,0,0,0,0,0.0,0.0
564,108,INCENDIE,2013/6/16,0,0,0,0,0,0,0,0.0,0.0
565,107,LANDSLIDE,2013/2/26,0,0,0,0,0,0,5,0.0,0.0
566,106,LANDSLIDE,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
567,105,INCENDIE,2013/5/5,0,0,0,0,0,0,0,0.0,0.0
568,104,ROCK/BOULDER SLIDE,2013/1/18,0,0,0,0,0,0,0,0.0,0.0
569,103,TEMPÊTE,2013/1/24,0,0,0,0,0,0,0,0.0,0.0
570,102,FLOOD,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
571,101,TEMPÊTE,2013/9/23,0,0,0,0,0,0,0,0.0,0.0
572,100,LANDSLIDE,2013/1/17,0,0,0,0,0,0,0,0.0,0.0
573,99,INCENDIE,2013/9/26,0,0,0,0,0,5,0,0.0,0.0
574,98,INCENDIE,2013/7/9,0,0,0,0,0,5,0,0.0,0.0
575,97,LANDSLIDE,2013/2/26,0,0,0,0,0,0,0,0.0,0.0
576,96,LANDSLIDE,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
577,95,INCENDIE,2013/1/1,0,0,0,0,0,0,0,0.0,0.0
578,94,LANDSLIDE,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
579,93,ROCK/BOULDER SLIDE,2013/1/23,0,0,0,0,0,0,0,0.0,0.0
580,91,FLOOD,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
581,90,INCENDIE DE FORÊT,2013/8/28,0,0,0,0,0,0,0,0.0,0.0
582,89,TEMPÊTE,2013/10/14,0,0,0,0,0,0,0,0.0,0.0
583,88,FLOOD,2013/10/12,0,0,0,0,0,0,0,0.0,0.0
584,87,INCENDIE,2013/4/18,0,0,0,0,0,0,0,0.0,0.0
585,86,LANDSLIDE,2013/1/17,0,0,0,0,0,0,0,0.0,0.0
586,85,LANDSLIDE,2013/1/23,0,0,0,0,0,0,0,0.0,0.0
587,84,ROCK/BOULDER SLIDE,2013/1/17,0,0,0,0,0,0,0,0.0,0.0
588,83,OTHER,2013/4/2,0,0,0,0,0,0,0,0.0,0.0
589,82,LANDSLIDE,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
590,81,LANDSLIDE,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
591,80,INCENDIE,2013/8/29,0,0,0,0,0,1,0,0.0,0.0
592,79,OTHER,2013/1/19,0,0,0,0,0,0,5,0.0,0.0
593,78,LANDSLIDE,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
594,77,INCENDIE,2013/10/10,0,0,0,0,0,1,0,0.0,0.0
595,76,LANDSLIDE,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
596,75,FLOOD,2013/1/16,0,0,0,0,0,0,0,0.0,0.0
597,74,FLOOD,2013/1/16,0,0,0,0,0,0,1,0.0,0.0
598,73,LANDSLIDE,2013/11/6,0,0,0,0,0,0,0,0.0,0.0
599,72,FLOOD,2013/1/22,0,0,0,0,0,0,0,0.0,0.0
600,71,RAINS,2009/1/3,0,0,0,0,0,0,0,0.0,0.0
601,70,FLOOD,2002/9/20,0,0,0,0,0,0,0,0.0,80000.0
602,68,LANDSLIDE,2004/9/12,0,0,0,0,0,0,0,0.0,0.0
